"","Features","L1","medianL1","L2","medianL2","Win1","Win2","DirectionalWin1","DirectionalWin2","WeightedWin1","WeightedWin2","Prediction"
"1","median","33.522141145028","9.49218831883294","52.9170856579187","9.70077418695917","10","8","10","9","138.734306259664","22.3343062596635","203.136285899565"
"2","mean","34.9194561628074","10.868979243219","52.8367266226748","10.9034523784117","8","7","10","9","121.966526046311","5.56652604631093","206.983784460228"
