"","Features","L1","medianL1","L2","medianL2","Win1","Win2","DirectionalWin1","DirectionalWin2","WeightedWin1","WeightedWin2","Prediction"
"1","median","34.5494894741387","11.7160888618711","53.7864628091842","11.9954866120793","10","9","10","9","126.406126310336","10.0061263103357","198.263322512099"
"2","mean","35.4051169477412","12.8410776655748","52.3728204179076","12.9265068154172","9","7","10","8","116.138596627105","-0.261403372894648","201.385531312015"
