"","Features","L1","medianL1","L2","medianL2","Win1","Win2","DirectionalWin1","DirectionalWin2","WeightedWin1","WeightedWin2","Prediction"
"1","median","34.5320850760509","12.8997192945457","53.4620860365362","13.0406599139829","9","8","10","9","126.614979087389","10.2149790873891","188.81745790447"
"2","mean","34.0347029869368","16.6935808538168","50.5933885930235","16.8865232715774","7","7","8","8","132.583564156759","16.1835641567586","198.371063037084"
