"","Features","L1","medianL1","L2","medianL2","Win","DirectionalWin","WeightedWin","Prediction"
"1","median","9.39612901802644","8.0683740865338","11.5753893127257","8.07306238621562","25","25","12.2393553510482","-7.95049761991629"
"2","mean","9.51358240882347","7.87976961153095","11.6037091666657","7.87978882915291","22","23","8.01103328235497","-7.426788926665"
