"","Features","L1","medianL1","L2","medianL2","Win","DirectionalWin","WeightedWin","Prediction"
"1","median","9.70805214657917","9.49998931503913","11.807280861469","9.50690747575362","25","26","1.01012272314974","-7.30999694838671"
"2","mean","9.60999905579092","8.80189078665966","11.6909107273976","8.85661094507087","24","25","4.54003399152685","-5.58533694861874"
