"","Features","L1","medianL1","L2","medianL2","Win","DirectionalWin","WeightedWin","Prediction"
"1","median","9.68385313969478","9.17460853971387","11.7327198267973","9.20475485978297","25","26","1.88128697098792","-7.51077547083248"
"2","mean","9.51043436171725","8.32396457754555","11.5753909443928","8.33199748443369","24","25","8.12436297817898","-6.38573694252176"
