"","Features","L1","medianL1","L2","medianL2","Win","DirectionalWin","WeightedWin","Prediction"
"1","median","10.1426235304093","7.4460051338204","12.9628358681477","7.44607600571983","23","23","-14.6344470947349","-0.568895996207731"
"2","mean","10.0738000216698","7.15263421825708","12.9692049457647","7.15425834178621","19","19","-12.156800780111","-0.406395501562811"
