MonthId,NumTweets_Month1_Absolute,NumDistinctTweets_Month1_Absolute,NumDistinctUsers_Month1_Absolute,NumPopularTweets_Month1_Absolute,NumVerifiedTweets_Month1_Absolute,NumTweets_Month2_Absolute,NumDistinctTweets_Month2_Absolute,NumDistinctUsers_Month2_Absolute,NumPopularTweets_Month2_Absolute,NumVerifiedTweets_Month2_Absolute,NumTweets_Week1_Absolute,NumDistinctTweets_Week1_Absolute,NumDistinctUsers_Week1_Absolute,NumPopularTweets_Week1_Absolute,NumVerifiedTweets_Week1_Absolute,NumTweets_Week2_Absolute,NumDistinctTweets_Week2_Absolute,NumDistinctUsers_Week2_Absolute,NumPopularTweets_Week2_Absolute,NumVerifiedTweets_Week2_Absolute,NumTweets_Month1_Log,NumDistinctTweets_Month1_Log,NumDistinctUsers_Month1_Log,NumPopularTweets_Month1_Log,NumVerifiedTweets_Month1_Log,NumTweets_Month2_Log,NumDistinctTweets_Month2_Log,NumDistinctUsers_Month2_Log,NumPopularTweets_Month2_Log,NumVerifiedTweets_Month2_Log,NumTweets_Week1_Log,NumDistinctTweets_Week1_Log,NumDistinctUsers_Week1_Log,NumPopularTweets_Week1_Log,NumVerifiedTweets_Week1_Log,NumTweets_Week2_Log,NumDistinctTweets_Week2_Log,NumDistinctUsers_Week2_Log,NumPopularTweets_Week2_Log,NumVerifiedTweets_Week2_Log,NumTweets_Month1_Delta,NumDistinctTweets_Month1_Delta,NumDistinctUsers_Month1_Delta,NumPopularTweets_Month1_Delta,NumVerifiedTweets_Month1_Delta,NumTweets_Month2_Delta,NumDistinctTweets_Month2_Delta,NumDistinctUsers_Month2_Delta,NumPopularTweets_Month2_Delta,NumVerifiedTweets_Month2_Delta,NumTweets_Week1_Delta,NumDistinctTweets_Week1_Delta,NumDistinctUsers_Week1_Delta,NumPopularTweets_Week1_Delta,NumVerifiedTweets_Week1_Delta,NumTweets_Week2_Delta,NumDistinctTweets_Week2_Delta,NumDistinctUsers_Week2_Delta,NumPopularTweets_Week2_Delta,NumVerifiedTweets_Week2_Delta,NumTweets_Month1_LogDelta,NumDistinctTweets_Month1_LogDelta,NumDistinctUsers_Month1_LogDelta,NumPopularTweets_Month1_LogDelta,NumVerifiedTweets_Month1_LogDelta,NumTweets_Month2_LogDelta,NumDistinctTweets_Month2_LogDelta,NumDistinctUsers_Month2_LogDelta,NumPopularTweets_Month2_LogDelta,NumVerifiedTweets_Month2_LogDelta,NumTweets_Week1_LogDelta,NumDistinctTweets_Week1_LogDelta,NumDistinctUsers_Week1_LogDelta,NumPopularTweets_Week1_LogDelta,NumVerifiedTweets_Week1_LogDelta,NumTweets_Week2_LogDelta,NumDistinctTweets_Week2_LogDelta,NumDistinctUsers_Week2_LogDelta,NumPopularTweets_Week2_LogDelta,NumVerifiedTweets_Week2_LogDelta
201211,1266552,349584,206161,37793,3155,1924258,390990,218657,39193,5719,136979,76465,45756,8174,515,206302,93754,55380,10461,1107,14.05180881,12.76449916,12.2364127,10.53987918,8.056743775,14.470051,12.87643726,12.29525957,10.57625344,8.651549244,11.82758291,11.2445884,10.73107821,9.008713664,6.244166901,12.23709639,11.44842961,10.9219738,9.255409335,7.009408933,-657706,-41406,-12496,-1400,-2564,-1008177,44648,29870,5380,1373,-135403,-27388,-13645,-2344,-901,-1103712,1027,-515,-863,-1530,-0.418242191,-0.111938108,-0.058846875,-0.036374259,-0.594805469,-0.421292697,0.121255258,0.146884897,0.147652815,0.274538083,-0.687377863,-0.306143318,-0.260988131,-0.25212969,-1.011424374,-1.848451989,0.011014638,-0.009256413,-0.079270311,-0.867988254
201212,463400,326765,186493,17525,3133,1252686,340322,201055,36520,3106,83334,79509,43323,1877,550,101774,92092,53227,3354,974,13.04634589,12.69699654,12.13614898,9.771383712,8.049746291,14.0408006,12.73764751,12.21133378,10.50561533,8.041091004,11.33061191,11.2836255,10.67643895,7.537430037,6.309918278,11.53050995,11.43054336,10.88232107,8.117908942,6.881411304,-803152,-22819,-19668,-20268,-22,-671572,-50668,-17602,-2673,-2613,-53645,3044,-2433,-6297,35,-104528,-1662,-2153,-7107,-133,-1.005462915,-0.067502618,-0.100263712,-0.768495467,-0.006997484,-0.429250393,-0.138789756,-0.08392579,-0.070638104,-0.61045824,-0.496971,0.039037103,-0.054639259,-1.471283628,0.065751378,-0.706586446,-0.017886253,-0.039652731,-1.137500393,-0.127997629
201301,421873,374437,224157,9312,3398,460064,326450,185528,17175,3071,117990,111123,68286,3030,969,164988,132232,88645,3090,1229,12.9524596,12.83317884,12.32010198,9.13905917,8.130942302,13.03912089,12.69603208,12.13096109,9.751210117,8.02975852,11.67835515,11.61839297,11.13146005,8.016317899,6.876264612,12.01362802,11.79231323,11.39239491,8.03592637,7.11395611,-41527,47672,37664,-8213,265,-792622,-13872,-15527,-19345,-35,34656,31614,24963,1153,419,63214,40140,35418,-264,255,-0.093886291,0.136182306,0.183952994,-0.632324542,0.081196011,-1.001679715,-0.041615431,-0.080372688,-0.754405218,-0.011332483,0.347743246,0.334767473,0.455021096,0.478887862,0.566346334,0.483118075,0.361769878,0.510073843,-0.081982572,0.232544806
201302,440898,408444,249202,13367,7429,399829,354663,211145,8432,3107,114410,105416,68164,3990,1403,113534,103788,64395,3719,3292,12.99656884,12.9201101,12.42601909,9.500544262,8.913146539,12.89879223,12.77892332,12.26030038,9.039789271,8.041412909,11.64754377,11.56566971,11.12967185,8.29154651,7.24636808,11.63985763,11.55010564,11.07279127,8.221210094,8.099250562,19025,34007,25045,4055,4031,-60235,28213,25617,-8743,36,-3580,-5707,-122,960,434,-51454,-28444,-24250,629,2063,0.044109235,0.086931253,0.105917113,0.361485092,0.782204237,-0.140328655,0.082891245,0.129339287,-0.711420846,0.011654389,-0.030811387,-0.052723269,-0.001788201,0.275228611,0.370103468,-0.373770392,-0.242207599,-0.319603639,0.185283724,0.985294452
201303,447983,409308,271235,14994,3812,440376,408165,249587,13445,7351,106274,97442,62812,3634,678,107593,99224,67113,3588,1143,13.01251056,12.92222321,12.51074088,9.6154054,8.245909265,12.99538419,12.91942678,12.42756283,9.506362569,8.902591637,11.57377594,11.48701261,11.04790142,8.198089249,6.519147288,11.58611087,11.5051352,11.11413304,8.185350223,7.041411664,7085,864,22033,1627,-3617,40547,53502,38442,5013,4244,-8136,-7974,-5352,-356,-725,-5941,-4564,2718,-131,-2149,0.015941729,0.002113111,0.084721791,0.114861138,-0.667237274,0.096591952,0.140503462,0.167262451,0.466573298,0.861178728,-0.073767823,-0.078657098,-0.081770428,-0.093457261,-0.727220792,-0.053746762,-0.044970437,0.041341776,-0.035859871,-1.057838898
201304,401028,372960,227127,13722,3811,447983,409308,271235,14994,3812,121716,114682,68984,3813,878,124970,117359,71470,3757,946,12.90178653,12.82922645,12.33326461,9.526755663,8.245646901,13.01251056,12.92222321,12.51074088,9.6154054,8.245909265,11.70944574,11.64991836,11.14162987,8.24617156,6.777646594,11.73582899,11.67299289,11.17703306,8.231376046,6.852242569,-46955,-36348,-44108,-1272,-1,7607,1143,21648,1549,-3539,15442,17240,6172,179,200,17377,18135,4357,169,-197,-0.110724035,-0.092996754,-0.177476271,-0.088649737,-0.000262364,0.017126378,0.002796424,0.083178052,0.109042831,-0.656682373,0.135669798,0.162905751,0.093728456,0.048082311,0.258499306,0.149718119,0.167857692,0.062900015,0.046025822,-0.189169095
201305,451861,422787,252672,14649,5393,409810,381146,232759,14056,3904,115121,107808,63280,3774,972,117785,110034,66090,3862,1728,13.02112989,12.95462379,12.43984748,9.592127353,8.592857095,12.92344892,12.85093778,12.35775886,9.55080463,8.269756948,11.65373903,11.58810715,11.0553246,8.235890726,6.879355804,11.67661621,11.60854469,11.09877273,8.258940463,7.454719949,50833,49827,25545,927,1582,-38173,-28162,-38476,-938,92,-6595,-6874,-5704,-39,94,-7185,-7325,-5380,105,782,0.11934336,0.125397331,0.106582873,0.065371689,0.347210194,-0.089061648,-0.071285425,-0.15298202,-0.06460077,0.023847683,-0.055706713,-0.061811213,-0.08630527,-0.010280834,0.101709211,-0.05921278,-0.064448204,-0.078260332,0.027564417,0.60247738
201306,404061,375165,231137,14230,4090,451861,422787,252672,14649,5393,85269,78336,53512,3565,1031,98221,90424,58604,3840,1093,12.90932114,12.83512121,12.35076589,9.563107691,8.316300249,13.02112989,12.95462379,12.43984748,9.592127353,8.592857095,11.35356624,11.26876255,10.88766121,8.178919333,6.938284484,11.49497532,11.412265,10.97855823,8.253227646,6.996681488,-47800,-47622,-21535,-419,-1303,42051,41641,19913,593,1489,-29852,-29472,-9768,-209,59,-19564,-19610,-7486,-22,-635,-0.111808754,-0.119502577,-0.089081597,-0.029019662,-0.276556846,0.097680973,0.103686002,0.082088621,0.041322723,0.323100148,-0.300172784,-0.3193446,-0.167663396,-0.056971393,0.05892868,-0.181640887,-0.19627969,-0.120214496,-0.005712817,-0.458038461
201307,368451,336896,232821,15638,5136,402338,373380,231570,14295,4111,97150,87043,61456,5326,1264,97828,88137,62166,4536,1416,12.81706301,12.72752956,12.3580252,9.657459129,8.544029845,12.90504781,12.83035195,12.35263748,9.567665105,8.321421587,11.48401145,11.37415753,11.02607675,8.580355766,7.142036575,11.49096611,11.3866477,11.03756351,8.419800845,7.255591274,-35610,-38269,1684,1408,1046,-49523,-49407,-21102,-354,-1282,11881,8707,7944,1761,233,-393,-2287,3562,696,323,-0.092258125,-0.107591652,0.00725931,0.094351438,0.227729596,-0.116082079,-0.124271838,-0.087210001,-0.024462248,-0.271435508,0.130445211,0.105394982,0.138415544,0.401436434,0.203752091,-0.004009207,-0.025617297,0.059005273,0.1665732,0.258909786
201308,423835,356304,239472,29388,7586,369958,337506,233286,15900,5227,109997,91289,61762,7634,1864,105638,89259,58296,7108,1696,12.95709951,12.78353958,12.38619178,10.28834171,8.934059722,12.82114476,12.72933857,12.36002045,9.674074388,8.561592779,11.60820837,11.42178558,11.03104357,8.940367233,7.530479995,11.56777343,11.39929753,10.97328876,8.868976189,7.436027816,55384,19408,6651,13750,2450,-32380,-35874,1716,1605,1116,12847,4246,306,2308,600,7810,1122,-3870,2572,280,0.140036497,0.056010022,0.028166582,0.630882578,0.390029877,-0.083903046,-0.10101338,0.007382965,0.106409283,0.240171192,0.124196917,0.047628049,0.004966817,0.360011467,0.388443421,0.07680732,0.012649834,-0.064274746,0.449175344,0.180436542
201309,423905,352089,232097,34582,9695,423835,356304,239472,29388,7586,120965,100295,62566,10114,2630,127794,105704,65476,11008,3147,12.95726465,12.77163926,12.35491067,10.45108859,9.179365568,12.95709951,12.78353958,12.38619178,10.28834171,8.934059722,11.70325653,11.51587112,11.04397728,9.221675882,7.874739125,11.75817487,11.56839801,11.08943894,9.30637756,8.054204897,70,-4215,-7375,5194,2109,53877,18798,6186,13488,2359,10968,9006,804,2480,766,22156,16445,7180,3900,1451,0.000165145,-0.011900314,-0.031281112,0.162746888,0.245305845,0.135954743,0.054201011,0.026171331,0.614267319,0.372466944,0.095048155,0.094085545,0.012933711,0.281308648,0.34425913,0.190401437,0.169100479,0.116150183,0.437401371,0.618177081
201310,387494,315686,192000,33798,8647,434417,360632,237460,35638,9966,102290,84395,49312,7394,2268,98849,77244,46901,8614,3071,12.86745564,12.66250333,12.16525065,10.42815691,9.064967719,12.98176018,12.79561333,12.37775447,10.48116776,9.206934579,11.5355672,11.34326344,10.80592274,8.908424139,7.726653665,11.50134871,11.25472452,10.75579428,9.061144066,8.02975852,-36411,-36403,-40097,-784,-1048,10582,4328,-2012,6250,2380,-18675,-15900,-13254,-2720,-362,-28945,-28460,-18575,-2394,-76,-0.089809009,-0.109135936,-0.189660016,-0.022931686,-0.114397849,0.024660674,0.012073749,-0.008437312,0.192826057,0.272874857,-0.167689331,-0.172607685,-0.23805454,-0.313251742,-0.14808546,-0.256826159,-0.313673492,-0.333644666,-0.245233495,-0.024446377
201311,427941,367862,226532,26337,10044,387494,315686,192000,33798,8647,117480,102657,62835,6629,2961,113181,98599,59983,6535,1641,12.96674061,12.81546315,12.33064149,10.17873007,9.21473072,12.86745564,12.66250333,12.16525065,10.42815691,9.064967719,11.67402339,11.53914861,11.04826752,8.799209242,7.993282328,11.63674359,11.4988164,11.00181647,8.784927626,7.403061091,40447,52176,34532,-7461,1397,-46923,-44946,-45460,-1840,-1319,15190,18262,13523,-765,693,14332,21355,13082,-2079,-1430,0.099284971,0.152959819,0.165390843,-0.249426835,0.149763001,-0.114304537,-0.133109999,-0.212503816,-0.053010855,-0.14196686,0.13845619,0.195885176,0.242344784,-0.109214897,0.266628663,0.135394874,0.244091877,0.246022192,-0.27621644,-0.626697429
201312,409037,352456,230321,23144,7330,422307,363461,224583,25686,9723,96450,83144,55605,5050,2023,109933,95129,64124,6499,2024,12.9215609,12.77268107,12.34722927,10.04949085,8.899730795,12.95348782,12.80342728,12.32200063,10.15370138,9.182249492,11.47678002,11.32832932,10.9260284,8.527143522,7.612336837,11.60762637,11.46298914,11.06857399,8.779403598,7.61283103,-18904,-15406,3789,-3193,-2714,34813,47775,32583,-8112,1076,-21030,-19513,-7230,-1579,-938,-3248,-3470,4141,-36,383,-0.045179719,-0.042782076,0.016587773,-0.129239227,-0.314999925,0.086032173,0.140923952,0.156749977,-0.274455533,0.117281773,-0.197243367,-0.21081929,-0.122239118,-0.27206572,-0.380945491,-0.029117218,-0.035827254,0.06675752,-0.005524028,0.209769939
201401,422417,348988,232088,29141,11387,406959,351224,229805,22913,7341,107474,84744,59111,8921,3561,124576,100805,65637,9204,3668,12.95374826,12.76279282,12.35487189,10.2799014,9.340227633,12.91646772,12.76917948,12.3449864,10.03945971,8.901230352,11.58500424,11.34739023,10.98717231,9.096163327,8.177796683,11.73267125,11.52094324,11.09189484,9.127393451,8.207401833,13380,-3468,1767,5997,4057,-15348,-12237,5222,-2773,-2382,11024,1600,3506,3871,1538,14643,5676,1513,2705,1644,0.032187361,-0.009888254,0.007642622,0.23041055,0.440496838,-0.037020094,-0.034247804,0.022985774,-0.114241661,-0.28101914,0.108224218,0.019060903,0.061143907,0.569019805,0.565459846,0.125044882,0.057954092,0.023320853,0.347989853,0.594570803
201402,429748,338124,229997,35531,12158,414489,345273,228647,27552,10878,118151,92242,59454,9066,3725,110743,87581,60499,9116,2697,12.97095427,12.73116797,12.34582154,10.47816083,9.405742668,12.93480172,12.75209069,12.33993461,10.22383041,9.29449768,11.67971875,11.43217084,10.99295818,9.112286432,8.222822131,11.61496748,11.38031936,11.01038211,9.11778639,7.899895323,7331,-10864,-2091,6390,771,7530,-5951,-1158,4639,3537,10677,7498,343,145,164,-13833,-13224,-5138,-88,-971,0.017206013,-0.031624846,-0.009050345,0.198259438,0.065515035,0.018333993,-0.017088788,-0.005051794,0.184370693,0.393267328,0.09471451,0.084780611,0.005785872,0.016123105,0.045025448,-0.11770377,-0.140623878,-0.081512725,-0.009607061,-0.30750651
201403,499470,408371,252333,35613,11092,422283,332995,225932,34707,11880,150007,125739,70635,9774,3014,145238,120717,70129,9564,3309,13.12130282,12.91993135,12.43850492,10.48046602,9.313979407,12.95343098,12.71588275,12.32798935,10.45469667,9.382611593,11.91843724,11.74196361,11.16528105,9.187481078,8.011023379,11.88612906,11.70120424,11.15809168,9.165761329,8.104401308,69722,70247,22336,82,-1066,7794,-12278,-2715,7155,1002,31856,33497,11181,708,-711,34495,33136,9630,448,612,0.150348546,0.188763383,0.092683378,0.002305185,-0.091763262,0.018629269,-0.036207934,-0.01194526,0.230866267,0.088113913,0.238718492,0.309792772,0.172322868,0.075194646,-0.211798752,0.271161575,0.320884884,0.147709567,0.047974938,0.204505985
201404,543694,449281,266363,38865,13323,499470,408371,252333,35613,11092,134683,110370,65273,9322,3741,141093,116505,69670,10490,3420,13.20614187,13.01540381,12.49261532,10.56784938,9.497247144,13.12130282,12.91993135,12.43850492,10.48046602,9.313979407,11.81067915,11.61159364,11.08633375,9.140132477,8.227108234,11.85717453,11.66568947,11.15152509,9.258177701,8.13739583,44224,40910,14030,3252,2231,77187,75376,26401,906,-788,-15324,-15369,-5362,-452,727,-4145,-4212,-459,926,111,0.084839052,0.095472452,0.054110396,0.087383363,0.183267737,0.167871831,0.2040486,0.110515575,0.025769344,-0.068632186,-0.107758091,-0.130369972,-0.078947298,-0.047348601,0.216084855,-0.028954529,-0.035514773,-0.006566594,0.092416373,0.032994522
201405,529302,441196,261853,35180,11406,540327,446561,265222,38716,13241,135935,115185,65199,8538,2898,126443,105804,64561,8657,3189,13.17931444,12.9972445,12.47553856,10.46823302,9.341894812,13.19992979,13.00933129,12.48832249,10.56400823,9.491073355,11.81993211,11.65429481,11.08519941,9.052282067,7.971776123,11.74754689,11.5693436,11.07536579,9.066123521,8.067462667,-14392,-8085,-4510,-3685,-1917,40857,38190,12889,3103,2149,1252,4815,-74,-784,-843,-14650,-10701,-5109,-1833,-231,-0.026827431,-0.018159306,-0.017076763,-0.099616363,-0.155352332,0.078626976,0.089399934,0.049817567,0.083542212,0.177093949,0.009252961,0.042701174,-0.001134343,-0.08785041,-0.255332111,-0.109627634,-0.096345865,-0.076159296,-0.19205418,-0.069933163
201406,596803,513646,327291,35114,14351,529302,441196,261853,35180,11406,164293,142270,90954,9581,3716,168188,143200,95179,9970,5640,13.29934235,13.14928959,12.69860496,10.46635519,9.571574905,13.17931444,12.9972445,12.47553856,10.46823302,9.341894812,12.0094067,11.86548194,11.41810916,9.16753725,8.2204031,12.03283768,11.87199753,11.46351461,9.207335863,8.637639344,67501,72450,65438,-66,2945,-11025,-5365,-3369,-3536,-1835,28358,27085,25755,1043,818,41745,37396,30618,1313,2451,0.120027918,0.152045091,0.223066406,-0.001877828,0.229680093,-0.020615354,-0.012086788,-0.012783934,-0.095775212,-0.149178544,0.189474589,0.211187129,0.332909753,0.115255182,0.248626977,0.285290788,0.302653929,0.388148816,0.141212342,0.570176677
201407,648211,547268,307023,38945,18056,611606,525963,334926,36036,14811,173152,149145,77664,9961,3604,187376,153388,81312,11763,4977,13.38197154,13.21269391,12.63467794,10.56990567,9.801233318,13.32384356,13.17298615,12.72166489,10.49227372,9.603125427,12.0619251,11.91267427,11.26014711,9.206432747,8.189799619,12.14087257,11.94072594,11.30604889,9.372714291,8.512582579,51408,33622,-20268,3831,3705,82304,84767,73073,856,3405,8859,6875,-13290,380,-112,19188,10188,-13867,1793,-663,0.082629185,0.063404315,-0.06392702,0.103550483,0.229658413,0.144529127,0.175741647,0.246126334,0.024040699,0.261230615,0.052518402,0.047192326,-0.157962055,0.038895497,-0.030603481,0.108034892,0.068728404,-0.157465722,0.165378428,-0.125056766
201408,844212,750475,404343,39131,16781,646030,545884,304354,38705,17852,278067,251563,138887,10096,5928,254611,228528,119371,10959,5132,13.64615893,13.52846162,12.91001881,10.57467027,9.728002573,13.37860122,13.21016178,12.62594678,10.56372407,9.789870826,12.53561737,12.43544873,11.84141593,9.219894585,8.687442167,12.44749217,12.33941402,11.68999157,9.301916315,8.543250726,196001,203207,97320,186,-1275,34424,19921,-30572,2669,3041,104915,102418,61223,135,2324,67235,75140,38059,-804,155,0.264187387,0.315767712,0.275340864,0.004764597,-0.073230745,0.054757658,0.037175631,-0.095718114,0.071450352,0.186745399,0.47369227,0.522774468,0.581268823,0.013461838,0.497642548,0.306619597,0.398688082,0.383942683,-0.070797975,0.030668147
