"","Month","Prediction","L1","Win1","DWin1"
"1","201311","215.726443049331","12.726443049331","TRUE","TRUE"
"2","201312","137.715406268535","63.715406268535","TRUE","TRUE"
"3","201401","168.468341660242","55.468341660242","TRUE","TRUE"
"4","201402","163.682393201567","11.317606798433","TRUE","TRUE"
"5","201403","185.287872801458","6.71212719854199","TRUE","TRUE"
"6","201404","169.197892820905","118.802107179095","FALSE","FALSE"
"7","201405","209.514687451279","7.485312548721","FALSE","FALSE"
"8","201406","198.47429522421","89.52570477579","FALSE","FALSE"
"9","201407","238.697772544244","29.697772544244","FALSE","FALSE"
"10","201408","200.015811903498","58.015811903498","TRUE","TRUE"
"11","201409","221.906087731083","26.093912268917","TRUE","TRUE"
"12","201410","242.134574720089","28.134574720089","FALSE","FALSE"
