"","Month","Prediction","L1","Win1","DWin1"
"1","201311","173.876747992501","29.1232520074987","FALSE","FALSE"
"2","201312","142.454037950156","68.4540379501557","TRUE","TRUE"
"3","201401","156.386046992587","43.386046992587","TRUE","TRUE"
"4","201402","154.559277344722","20.4407226552776","TRUE","TRUE"
"5","201403","163.290396298848","28.7096037011525","FALSE","TRUE"
"6","201404","157.266572987163","130.733427012837","FALSE","FALSE"
"7","201405","177.045698647934","39.9543013520655","FALSE","FALSE"
"8","201406","175.727911692157","112.272088307843","FALSE","FALSE"
"9","201407","197.308670159013","11.6913298409872","TRUE","TRUE"
"10","201408","177.020872345035","35.0208723450348","TRUE","TRUE"
"11","201409","183.821755858966","64.1782441410342","FALSE","FALSE"
"12","201410","198.735400511711","15.2645994882888","TRUE","TRUE"
