"","Month","Prediction","L1","Win1","DWin1"
"1","201311","199.611487576935","3.38851242306501","TRUE","TRUE"
"2","201312","142.916350651909","68.916350651909","TRUE","TRUE"
"3","201401","166.163042380499","53.163042380499","TRUE","TRUE"
"4","201402","161.282676501161","13.717323498839","TRUE","TRUE"
"5","201403","175.714395685607","16.285604314393","FALSE","TRUE"
"6","201404","170.726875215112","117.273124784888","FALSE","FALSE"
"7","201405","200.802891864983","16.197108135017","FALSE","FALSE"
"8","201406","194.063753053946","93.936246946054","FALSE","FALSE"
"9","201407","224.520708588853","15.520708588853","TRUE","TRUE"
"10","201408","194.84669056645","52.84669056645","TRUE","TRUE"
"11","201409","205.309375956613","42.690624043387","FALSE","FALSE"
"12","201410","218.961109646168","4.96110964616801","TRUE","TRUE"
